memberId	residentialState	branch	annualIncome	yearsEmployment	homeOwnership	incomeVerified	creditScore	dtiRatio	revolvingBalance	revolvingUtilizationRate	numDelinquency2Years	numDerogatoryRec	numInquiries6Mon	lengthCreditHistory	numOpenCreditLines	numTotalCreditLines	numChargeoff1year
62157	NY	Rochester	86488.52452	10+ years	mortgage	1	673	25.7174645	129487.3878	35.92416873	1	0	0	8	14	20	1
62159	LA	New Orleans	67389.91516	6-9 years	own	0	696	27.69661151	48123.07638	72.14070015	3	0	2	5	15	23	2
62160	ID	Nampa	82919.70838	< 1 year	own	0	572	31.52890657	161281.1271	53.77970259	0	7	4	9	9	11	0
62181	NY	New York City	107201.8305	10+ years	mortgage	1	784	31.85128215	165454.7959	69.4049423	0	0	0	12	9	14	0
62200	WV	Huntington	83474.19847	< 1 year	own	1	735	28.79034281	140698.772	58.52401334	0	0	4	21	15	18	0
62202	MA	Boston	81221.28017	10+ years	own	1	675	27.946697	73638.45466	46.04004517	2	0	4	4	7	13	2
62203	NM	Albuquerque	72414.46736	10+ years	mortgage	1	627	29.00366467	137955.0314	56.71364228	6	0	0	1	21	21	5
62209	MT	Billings	69975.83913	6-9 years	own	1	726	17.07139659	109284.5952	40.11853198	0	0	5	4	11	12	0
62231	IL	Aurora	70720.34877	6-9 years	own	1	710	21.55284367	119231.2726	61.13648832	0	3	0	6	11	14	0
62232	SC	Columbia	67636.56478	< 1 year	mortgage	0	665	29.43737576	141213.3585	54.93980096	0	2	0	10	9	12	0
62236	MN	Saint Paul	66359.46716	< 1 year	mortgage	1	581	15.12328773	127810.2044	50.70059275	0	0	0	33	5	10	0
62240	MD	Frederick	90460.06828	6-9 years	mortgage	1	862	22.27251042	143182.1304	50.10931327	0	0	3	27	14	15	0
62248	CA	Los Angeles	76006.86235	1 year	own	0	745	18.10433936	175307.6451	40.45505453	0	0	3	9	14	14	0
62259	NJ	Jersey City	104490.8694	10+ years	rent	1	867	9.449410262	149776.2302	61.38941695	0	1	3	3	10	12	0
62260	NJ	Jersey City	88884.06431	2-5 years	mortgage	0	697	32.30934078	107160.4288	72.82493776	0	0	0	3	13	17	0
62280	VA	Norfolk	73403.66836	10+ years	rent	0	753	27.71201703	134732.604	68.40051371	5	0	8	8	12	14	3
62298	MD	Frederick	60320.77184	< 1 year	rent	1	673	24.67689348	114359.1297	51.92380722	0	0	0	20	9	16	0
62313	CO	Colorado Springs	117806.169	6-9 years	mortgage	1	756	28.99420122	125590.0054	63.36884592	4	0	0	29	14	14	4
62315	KS	Overland Park	83771.13281	1 year	rent	1	608	30.17410952	155087.4638	46.63471948	3	4	4	8	9	14	3
62330	ID	Nampa	73267.55807	2-5 years	own	1	809	32.08253866	100154.319	51.57853021	0	0	0	13	12	18	0
62331	IL	Chicago	129478.6663	6-9 years	mortgage	1	724	30.39457076	187375.396	58.41664642	0	0	0	7	14	18	0
62342	WA	Tacoma	70113.21376	< 1 year	rent	1	718	28.35809956	139876.7482	30.08875432	0	0	0	21	22	22	0
62346	IN	Indianapolis	102587.8796	10+ years	mortgage	1	816	30.17159875	153111.0605	48.45662477	0	0	2	17	9	17	0
62364	IN	Fort Wayne	92987.6367	6-9 years	mortgage	0	773	26.20151486	88274.1636	50.07910867	0	3	0	7	13	16	0
62366	FL	Jacksonville	93239.20918	10+ years	mortgage	1	886	18.17082599	158494.9626	64.72974875	0	4	0	3	8	13	0
62374	DC	Washington															
62377	MD	Baltimore	66445.82051	< 1 year	own	0	584	32.86355109	138530.82	65.26781808	0	5	0	7	12	14	0
62382	MN	Saint Paul	111730.7038	6-9 years	mortgage	1	839	31.5564835	170067.1235	57.84163641	0	0	0	17	6	12	0
62397	WI	Milwaukee	114318.4675	6-9 years	rent	0	686	30.15987965	145890.4838	60.99596771	0	0	1	5	13	17	0
62398	AR	Fort Smith	85851.01516	6-9 years	mortgage	1	655	41.37678349	122174.2168	54.52214632	0	0	2	5	15	19	0
62400	NC	Charlotte	73947.59537	1 year	own	0	675	26.20705413	121283.7986	46.49409548	0	4	0	17	11	21	0
62406	MS	Jackson	103251.9186	2-5 years	mortgage	0	720	25.42799526	163962.0565	64.10377633	0	0	0	11	11	14	0
62408	UT	Salt Lake City	111040.9312	6-9 years	rent	1	693	31.46906689	103873.1387	39.33015388	0	2	8	1	10	17	0
62427	SD	Aberdeen	73085.90677	10+ years	mortgage	1	855	23.29522148	185074.5842	81.24220748	0	0	10	8	12	17	0
62436	FL	Miami	82108.78631	6-9 years	mortgage	1	517	27.64223152	136379.0418	51.05430613	1	0	2	36	7	12	1
62459	CA	Los Angeles	83568.13728	10+ years	rent	0	637	28.313169	168679.8545	55.32212444	1	1	4	5	16	16	1
62473	NY	New York City	90292.39116	6-9 years	mortgage	1	759	18.70446742	66361.41205	64.83745438	3	0	0	3	12	16	2
62481	OH	Cleveland	116307.3108	10+ years	mortgage	1	843	28.01505483	173823.5368	45.74247348	3	0	0	1	13	15	2
62487	WA	Spokane	51176.24174	1 year	rent	1	865	31.27911583	143216.9869	40.77716965	0	2	0	5	10	15	0
62507	WI	Madison	98274.08208	< 1 year	rent	1	815	30.37255198	102632.797	72.40071475	0	0	4	5	11	19	0
62515	DE	Wilmington	54531.92959	10+ years	mortgage	0	773	19.16684939	106384.0191	61.89441493	0	0	0	11	13	14	0
62535	MI	Detroit	58936.78208	2-5 years	own	1	765	35.76352205	107128.2938	62.04502741	0	2	0	13	12	12	0
62540	KS	Overland Park	94790.58375	6-9 years	mortgage	1	732	24.49429278	149896.2032	66.63764991	0	0	3	20	19	19	0
62541	DC	Washington															
62546	TX	Houston	67946.32415	2-5 years	mortgage	1	809	32.2924673	166976.5368	73.26720453	0	8	5	21	9	10	0
62595	NC	Charlotte	66079.76007	2-5 years	mortgage	0	609	26.37822175	122545.0736	76.78619826	5	6	9	7	9	10	3
62596	NY	New York City	73392.03354	6-9 years	own	0	692	29.20598128	141779.1472	62.05306567	0	0	1	2	14	14	0
62622	CA	San Jose	74111.21472	10+ years	own	1	718	33.63284673	159388.1974	76.27090956	2	5	0	7	12	13	2
62646	IL	Chicago	75227.43528	2-5 years	rent	1	744	16.22154044	87905.2539	52.45661154	0	0	3	3	11	15	0
62654	KS	Overland Park	120357.2051	6-9 years	mortgage	1	683	35.58382698	134558.0655	48.55700459	0	0	0	7	6	10	0
62655	AZ	Tucson	70481.34767	< 1 year	rent	1	690	20.57093692	167347.0376	73.855884	0	2	0	22	12	14	0
62662	MN	Saint Paul	72309.27462	< 1 year	own	0	710	31.22462168	127951.1026	65.97059407	0	2	0	11	15	18	0
62680	ME	Lewiston	99754.49841	10+ years	mortgage	1	723	25.83738366	120866.4036	36.3261691	0	4	0	16	11	19	0
62704	WY	Cheyenne	72251.29284	< 1 year	rent	0	547	23.62878213	89943.07514	52.02871131	3	5	0	12	13	17	2
62723	MT	Missoula	84437.43239	10+ years	own	1	700	27.4779003	145695.6082	48.27835295	0	4	6	16	17	18	0
62727	DC	Washington															
62732	TN	Memphis	49197.74784	< 1 year	own	1	721	27.34373918	150652.1635	46.13759462	0	0	1	16	8	15	0
62739	RI	Providence	99479.29474	1 year	mortgage	0	636	26.32496129	134863.3903	61.33184153	1	0	2	10	7	10	1
62749	FL	Tampa	61647.06123	< 1 year	mortgage	0	675	24.52751812	107794.3152	58.3275447	0	0	1	13	12	15	0
62756	OR	Gresham	67960.61969	10+ years	rent	1	692	21.75228489	144987.2118	62.05077129	0	0	0	15	10	16	0
62759	WV	Charleston	50255.20689	< 1 year	own	1	781	12.04069972	137632.6375	37.36301665	0	0	0	28	12	16	0
62763	CA	Los Angeles	89218.85093	6-9 years	rent	0	659	33.32352572	146946.6418	45.40376309	5	0	5	13	11	12	3
62775	MA	Worcester	64225.66456	10+ years	rent	1	841	27.37133367	121302.8857	50.80814819	0	2	2	20	13	17	0
62782	GA	Atlanta	65699.43186	6-9 years	mortgage	1	741	35.20638144	120289.5238	62.12486828	0	0	3	14	8	15	0
62806	KS	Overland Park	102003.1501	6-9 years	mortgage	0	740	24.41283748	149531.0413	53.61643812	0	0	1	14	15	15	0
62819	NY	New York City	111749.3655	6-9 years	mortgage	1	659	28.87877415	139931.1398	43.66710516	0	0	2	21	12	13	0
62842	MI	Grand Rapids	84361.42672	2-5 years	mortgage	1	757	26.21602813	154632.016	51.67618696	0	0	3	33	18	22	0
62879	NY	New York City	95083.60498	2-5 years	rent	1	773	31.05922243	160255.5777	54.36768525	0	2	0	17	10	12	0
62888	KS	Overland Park	75839.38658	6-9 years	mortgage	1	787	21.79708348	93170.36475	24.07603558	0	0	3	23	9	14	0
62891	WV	Huntington	67889.74487	2-5 years	own	1	781	22.20011209	196587.5438	54.59297499	0	6	0	25	19	20	0
62893	MD	Frederick	65554.77735	6-9 years	mortgage	1	582	33.36291627	98967.14139	46.60479899	0	0	2	22	16	17	0
62898	WA	Spokane	72387.94229	2-5 years	own	1	828	34.4847396	92772.38808	58.86676766	3	2	0	14	8	14	3
62903	TX	San Antonio	87730.86815	6-9 years	mortgage	1	718	24.92475178	155415.9585	49.91532501	5	0	0	5	14	17	4
62905	MT	Missoula	52217.15715	< 1 year	own	0	683	20.74683209	128127.9447	35.76870339	5	0	0	2	6	9	4
62909	MO	Saint Louis	50334.66855	< 1 year	own	1	701	28.29904546	112486.1577	48.1068041	0	2	0	17	8	12	0
62917	OR	Portland	93511.68993	6-9 years	mortgage	1	714	31.71920159	124707.9383	44.77411958	0	0	0	3	15	21	0
62928	KS	Wichita	68777.51988	2-5 years	rent	1	727	31.87746016	132546.6714	48.10512588	0	8	3	1	15	15	0
62937	MA	Boston	99843.94614	< 1 year	mortgage	1	668	33.11856756	163089.4356	43.0863304	1	0	3	19	11	12	1
62944	MN	Minneapolis	87298.65592	2-5 years	rent	1	677	22.22465745	105987.4309	43.99689431	0	2	4	21	14	19	0
62974	FL	Jacksonville	81200.21763	2-5 years	mortgage	0	822	17.48451371	123279.6987	50.08565973	0	0	1	5	6	6	0
62977	NC	Raleigh	58230.08734	1 year	rent	0	620	34.87036445	66157.93452	57.30166133	0	0	5	29	10	10	0
62984	SC	North Charleston	58633.07648	2-5 years	rent	1	637	26.87361439	106013.2846	71.65667156	1	0	2	5	11	11	1
62990	MN	Minneapolis	64047.20518	1 year	own	1	675	30.36662054	137303.0496	52.66903705	0	0	0	22	10	10	0
62993	MD	Frederick	73391.32669	6-9 years	rent	1	628	24.58589085	119474.3146	44.15142118	0	0	4	20	21	21	0
62999	KS	Overland Park	74073.62322	1 year	own	1	872	20.79930696	150710.8964	80.02656807	0	0	3	7	11	16	0
63006	NM	Las Cruces	65335.80531	1 year	mortgage	1	740	22.12024105	119192.017	48.71933454	1	0	5	13	12	21	1
63016	DC	Washington															
63046	OK	Oklahoma City	68770.17385	1 year	own	0	757	17.84979861	132407.4469	26.47590299	0	0	10	6	7	9	0
63052	NY	Buffalo	96066.52944	1 year	mortgage	1	691	24.78628133	167735.3278	69.47960825	2	0	0	5	14	21	2
63062	WA	Seattle	62919.12694	1 year	mortgage	1	750	28.53243367	137576.5604	70.95382995	0	0	0	10	19	19	0
63067	AZ	Tucson	93806.65506	10+ years	mortgage	1	636	38.01051439	103403.5242	32.26594075	7	9	3	2	12	16	5
63073	MD	Baltimore	84304.37634	< 1 year	own	1	762	43.1952122	164818.8471	74.46791062	0	0	0	23	12	14	0
63074	DC	Washington															
63083	TX	Houston	84576.20702	10+ years	own	0	732	13.44335129	85032.82615	56.93768292	1	0	0	8	5	9	1
63084	TN	Nashville	62758.10954	< 1 year	rent	0	737	30.79949092	104131.3919	53.49972925	1	0	0	7	5	8	1
63085	FL	Miami	97111.56134	10+ years	own	1	818	36.85942539	120601.1701	40.99833626	0	0	3	1	15	16	0
63087	CA	San Jose	84493.03797	10+ years	own	1	781	22.7832957	108542.2901	70.37587864	0	0	7	17	11	16	0
63088	NV	Las Vegas	84152.00837	< 1 year	own	1	751	29.97806993	135188.5764	51.08908334	0	0	4	29	11	18	0
63090	NH	Nashua	98974.24668	2-5 years	mortgage	1	803	30.22860866	155799.272	49.91998379	0	0	0	1	7	9	0
63094	IA	Des Moines	73433.00311	< 1 year	mortgage	1	588	29.21335677	153109.779	76.68481267	0	4	0	17	17	18	0
63095	CA	San Jose	94058.41723	2-5 years	mortgage	1	683	31.5174348	202020.8102	75.31745675	0	0	0	24	12	18	0
63099	CA	San Diego	81028.90355	2-5 years	own	0	839	21.49464366	131916.0208	42.53330325	0	0	0	8	9	9	0
63110	MI	Detroit	29483.85496	2-5 years	own	1	670	25.45683022	49285.35482	55.11284349	0	0	0	19	13	16	0
63136	LA	Shreveport	76024.78774	10+ years	own	1	726	18.89027399	180900.5086	63.18859531	2	0	8	11	12	15	1
63144	MT	Billings	60335.48156	1 year	rent	1	654	29.76148702	123437.5446	51.8079109	5	0	0	2	13	19	3
63149	ID	Nampa	87043.38927	1 year	rent	1	666	12.1186872	162379.5164	74.67347329	0	0	8	34	14	19	0
63151	MA	Boston	81100.89878	10+ years	rent	0	730	15.82369105	208466.825	48.86475237	0	7	6	19	17	21	0
63194	TX	San Antonio	69249.07343	10+ years	mortgage	1	654	34.32553977	104971.7694	38.29793797	5	0	1	2	11	11	4
63226	WV	Charleston	77635.34394	1 year	mortgage	1	846	8.991807544	119827.4739	69.11891763	0	0	0	7	14	18	0
63232	IA	Cedar Rapids	117677.1659	10+ years	rent	1	957	15.85283796	136511.9664	67.24403238	0	0	0	12	11	16	0
63237	SD	Aberdeen	93899.06985	1 year	mortgage	1	706	33.75044322	135747.2197	55.83047101	0	0	1	13	12	15	0
63244	CA	San Jose	63100.50627	10+ years	rent	1	711	31.2553913	106961.1312	33.43862268	0	0	0	22	12	14	0
63269	NY	Buffalo	38388.56029	1 year	own	1	703	37.21366167	100280.477	55.50235321	4	0	2	2	6	10	3
63298	IL	Aurora	71663.01417	1 year	own	1	768	21.61032899	124722.122	49.17370572	0	0	7	11	15	18	0
63318	OK	Tulsa	89019.07998	10+ years	mortgage	1	854	26.31125586	179347.0881	47.27469481	0	0	0	43	14	19	0
63320	IN	Fort Wayne	57664.93438	1 year	own	1	720	11.58476117	158437.4044	61.3242282	0	1	0	5	10	17	0
63328	GA	Augusta	47299.60774	< 1 year	own	1	622	36.03610869	163877.791	46.02032689	0	0	0	23	17	19	0
63351	NE	Omaha	81401.01683	10+ years	mortgage	1	726	24.41336043	105051.8453	57.28132416	0	0	0	15	13	14	0
63360	IN	Fort Wayne	84710.03647	10+ years	rent	1	881	23.81375147	209602.2933	77.76200796	0	0	4	11	19	23	0
63369	PA	Pittsburgh	96109.83305	6-9 years	own	1	727	36.86029889	162155.1647	39.42182987	0	0	0	4	7	12	0
63401	MS	Jackson	64775.81644	< 1 year	own	0	676	26.26379549	143846.8774	57.78658455	0	0	3	19	11	18	0
63403	NY	Buffalo	57846.61255	< 1 year	mortgage	1	571	23.42118944	112799.4682	54.87085387	0	6	0	25	13	16	0
63422	MN	Minneapolis	91136.78162	10+ years	mortgage	0	607	34.99472223	201053.026	68.25565056	0	1	0	9	5	9	0
63466	IL	Chicago	79356.54012	10+ years	mortgage	0	740	22.69615591	142965.8686	65.17188788	0	0	0	10	7	11	0
63473	KS	Overland Park	76119.14434	< 1 year	mortgage	1	838	19.63987744	87361.40196	41.43061776	0	0	10	11	16	23	0
63490	GA	Atlanta	62451.82199	2-5 years	rent	1	737	26.972007	166484.5729	65.31952642	0	0	7	12	16	18	0
63508	TX	Houston	75947.31982	2-5 years	mortgage	0	661	31.16814258	131400.4435	65.62586622	0	0	3	15	15	16	0
63517	TX	San Antonio	64223.509	10+ years	rent	1	656	24.62472394	129158.8209	53.8495507	0	1	0	20	12	18	0
63520	TN	Knoxville	63007.20172	< 1 year	own	1	713	21.52604917	168732.2412	39.47094091	0	0	4	18	8	14	0
63525	MD	Frederick	109663.6991	2-5 years	mortgage	1	947	20.72217266	101552.9262	67.6164523	0	0	0	8	18	18	0
63539	MO	Saint Louis	67205.62295	1 year	rent	1	743	26.733805	158574.6709	67.65664287	0	0	7	19	8	8	0
63540	NV	Las Vegas	91154.9726	2-5 years	mortgage	1	668	22.18135027	183338.3312	57.36090993	1	8	0	4	6	6	1
63544	VT	Burlington	80320.21413	1 year	mortgage	1	674	27.89767664	175315.0408	64.48898775	0	0	3	8	9	15	0
63566	CO	Denver	57603.86747	2-5 years	rent	1	719	18.17234101	154120.6258	57.40980202	0	0	0	10	7	12	0
63575	NY	New York City	88754.69402	2-5 years	rent	1	745	22.14862502	158392.0921	70.98854792	0	0	8	6	15	19	0
63582	SC	North Charleston	88467.82281	< 1 year	mortgage	1	656	28.22840147	127936.0992	49.22175332	0	0	0	22	8	15	0
63589	MI	Grand Rapids	45772.51137	2-5 years	rent	1	700	12.58177318	144063.8776	77.31142344	1	1	6	13	13	16	1
63619	WY	Casper	76727.48138	1 year	rent	1	758	18.97859018	172915.1681	56.389774	0	0	3	5	11	20	0
63628	AZ	Phoenix	57799.6726	1 year	rent	1	676	32.73657624	80876.95558	44.82826874	0	4	6	1	13	18	0
63634	KS	Wichita	49624.98094	< 1 year	rent	1	683	28.23905808	138418.6427	44.09453586	0	0	0	7	16	19	0
63642	IN	Fort Wayne	71259.64609	< 1 year	rent	0	635	29.78693813	182303.6668	42.11118424	0	0	3	9	9	15	0
63649	DE	Wilmington	56665.87346	1 year	mortgage	1	663	25.50574735	106246.3397	60.42872795	0	0	0	2	11	12	0
63656	TX	San Antonio	78825.31858	< 1 year	own	1	647	30.88035301	147573.9557	34.11415447	0	2	0	13	10	15	0
63663	KY	Louisville	88127.62639	1 year	rent	1	629	27.22466472	122468.1997	64.52815858	0	2	3	13	7	14	0
63667	NE	Omaha	87264.35761	10+ years	rent	1	640	30.60691321	153282.8726	72.15190228	3	0	0	5	8	14	2
63671	TX	San Antonio	70369.29005	2-5 years	rent	0	703	6.989949447	166013.7556	33.44076155	0	0	0	8	14	22	0
63679	NJ	Newark	74268.6138	1 year	own	0	856	34.19960695	149518.8523	48.71210782	0	0	0	12	11	15	0
63704	AL	Montgomery	89766.59846	< 1 year	rent	1	618	39.24371892	81222.17222	41.09389224	2	0	0	18	16	18	1
63707	RI	Providence	48170.59713	< 1 year	mortgage	1	584	30.61431381	138332.1503	83.70150735	0	4	6	31	8	16	0
63712	NH	Manchester	66336.47031	2-5 years	rent	1	616	34.33656132	143157.1862	61.91873861	0	0	0	16	13	14	0
63724	WA	Spokane	87309.53875	1 year	own	0	699	25.22158675	84452.94998	57.89058776	0	0	0	1	12	16	0
63752	TX	San Antonio	75033.05602	10+ years	rent	1	729	24.00804023	156123.6593	75.46618347	0	0	6	13	12	16	0
63788	NY	New York City	92990.34578	10+ years	own	1	638	20.71356318	109380.1428	65.73412453	6	9	1	21	17	26	5
63802	FL	Tampa	72154.91138	< 1 year	own	1	727	35.02777908	90871.54682	61.87206605	0	0	1	28	14	16	0
63861	IA	Des Moines	98933.40971	6-9 years	mortgage	0	737	20.87260663	184756.4579	40.33348471	0	2	0	4	13	17	0
63875	CA	Los Angeles	92506.47054	2-5 years	rent	0	692	20.63153246	133455.082	45.7406911	0	0	0	2	17	20	0
63877	WA	Spokane	106078.6104	6-9 years	mortgage	0	739	22.63206471	155693.5916	58.19189023	8	0	3	2	8	9	5
63885	OK	Tulsa	115824.1348	1 year	mortgage	0	751	30.10813757	188918.4336	37.97445738	0	0	4	2	5	10	0
63898	DE	Dover	99860.66667	< 1 year	rent	1	767	22.49438384	131902.1448	39.92004652	0	5	5	1	15	16	0
63904	ME	Portland	107608.8458	2-5 years	mortgage	0	874	32.23997091	124101.4468	51.3869072	0	0	0	1	15	17	0
63913	NM	Albuquerque	77468.88291	< 1 year	own	0	639	18.67750721	140712.7013	62.17261282	0	4	0	19	13	16	0
63914	NY	New York City	79522.38146	2-5 years	own	1	724	17.99155156	76429.94799	36.15382449	0	0	6	25	6	10	0
63916	WA	Spokane	65691.97068	1 year	own	1	732	28.15644529	122834.1931	65.43516166	0	3	4	21	12	21	0
63927	DC	Washington															
63929	MS	Jackson	99041.33293	2-5 years	own	0	738	36.9194607	150124.3011	42.63463442	0	3	0	26	4	8	0
63939	TX	Dallas	80261.80254	2-5 years	own	1	823	25.85671533	154435.7773	57.96836809	0	0	0	15	14	17	0
63942	PA	Allentown	79976.97614	1 year	rent	0	697	30.59587482	155031.2483	70.63719129	0	1	0	20	10	14	0
63949	PA	Philadelphia	42914.21635	2-5 years	own	0	663	27.03184956	101535.3424	50.38638921	3	0	0	18	6	9	2
63955	NE	Omaha	98580.7814	2-5 years	mortgage	1	620	38.92079721	125769.299	51.29964576	7	0	3	6	11	17	5
63957	CA	San Jose	104320.9611	10+ years	mortgage	1	678	34.83612746	129002.7256	79.6673413	0	0	1	13	17	19	0
63964	KY	Louisville	96271.48253	6-9 years	mortgage	1	921	19.09305629	145032.0583	85.81968648	0	0	2	7	3	4	0
63966	MT	Billings	82496.34614	6-9 years	mortgage	0	661	36.54926905	93500.11145	55.74316278	0	0	0	11	11	13	0
63975	AL	Mobile	75531.63103	1 year	mortgage	0	701	32.49811551	131339.0838	42.68233298	0	0	3	4	10	20	0
63978	NV	Las Vegas	78836.0603	2-5 years	rent	1	786	26.81518433	196039.726	70.30209382	0	0	0	16	15	18	0
63984	IA	Des Moines	39480.0828	< 1 year	rent	1	604	36.82953325	128740.8424	55.65726849	2	0	1	11	4	7	2
63995	ME	Portland	131304.1604	10+ years	mortgage	0	738	33.74596285	188154.813	60.91062233	3	0	0	1	17	19	2
63998	SC	Columbia	87357.59112	< 1 year	mortgage	1	718	20.866926	121974.9089	64.42604076	0	0	6	11	14	19	0
64021	ID	Nampa	66760.63085	6-9 years	mortgage	1	804	20.89797164	121871.8326	64.25256114	0	5	10	26	20	21	0
64031	WA	Spokane	52538.17183	1 year	rent	0	587	31.62936222	108629.8187	61.45645307	0	4	2	7	12	12	0
64034	LA	New Orleans	63015.88892	< 1 year	rent	1	664	20.94969933	114587.3286	51.28605034	12	0	0	2	6	11	10
64039	PA	Philadelphia	76998.12595	< 1 year	mortgage	1	774	19.58471811	118281.9317	59.098249	0	0	0	14	15	15	0
64044	NY	Rochester	86499.98317	1 year	rent	0	744	18.0938936	95162.1764	47.84748592	7	0	2	17	10	18	7
64055	MT	Billings	56736.58844	2-5 years	own	0	698	26.36157338	114744.9128	48.89018901	0	3	0	2	12	19	0
64063	DC	Washington															
64067	ID	Boise	93780.42612	1 year	mortgage	1	795	21.45188112	105741.5234	56.93587028	0	0	0	6	12	19	0
64086	FL	Jacksonville	96427.43156	< 1 year	mortgage	1	814	28.17191712	92650.67313	54.74777603	0	0	5	1	10	16	0
64089	CA	San Jose	90599.07284	10+ years	mortgage	0	727	31.19906858	171163.825	55.70445625	7	0	0	21	9	13	6
64090	TX	Dallas	67942.83298	6-9 years	mortgage	0	763	12.61504625	82509.14136	28.76073289	0	0	0	21	8	16	0
64098	CA	San Diego	48831.95581	2-5 years	rent	0	627	31.47954196	151161.2393	82.24434664	0	0	2	6	12	16	0
64102	FL	Miami	67440.95264	< 1 year	own	0	709	11.35069211	135715.4837	49.50760809	0	2	0	14	17	17	0
64104	NV	Reno	87392.81878	6-9 years	mortgage	1	690	22.80962648	102519.3115	55.87558104	0	0	0	2	15	18	0
64108	SC	North Charleston	60963.94958	< 1 year	mortgage	1	628	22.63055393	147167.7801	48.34325584	0	0	1	28	9	16	0
64112	CA	San Jose	94663.3572	1 year	mortgage	1	599	25.36211807	126511.9483	58.83731326	6	0	0	7	16	16	4
64116	NY	New York City	105481.4272	1 year	mortgage	0	603	28.68842787	151721.148	56.99518221	7	0	0	10	5	8	7
64118	UT	Salt Lake City	82934.67675	6-9 years	mortgage	1	704	22.37142511	75150.77513	53.99179467	4	0	0	18	9	15	2
64126	FL	Tampa	66275.24227	1 year	mortgage	1	648	35.97757895	177297.6998	53.74353703	0	7	0	8	14	19	0
64132	IN	Indianapolis	78231.39205	1 year	rent	1	825	24.01364805	127914.7765	40.43498714	0	0	0	10	10	14	0
64135	OR	Eugene	75088.44146	1 year	rent	1	567	22.62148284	144427.5659	49.93579479	3	0	0	2	10	13	2
64147	WA	Spokane	42129.45837	2-5 years	own	0	783	9.828360078	118472.9906	60.8564785	0	0	2	1	10	18	0
64164	IL	Aurora	61545.32817	6-9 years	own	1	753	30.92291535	102432.3168	51.53283909	1	0	0	17	16	17	1
64174	ID	Nampa	70473.84333	6-9 years	own	0	713	25.98890662	128732.2416	62.09040691	0	1	2	11	6	8	0
64202	IL	Chicago	80791.18576	1 year	own	1	828	19.21982144	106350.0079	66.06026576	0	0	0	9	9	15	0
64203	SC	Charleston	88765.00424	< 1 year	mortgage	1	834	22.67286409	169193.8633	37.83639503	0	0	9	4	5	7	0
64208	IA	Cedar Rapids	73799.38391	< 1 year	own	1	759	33.0037149	106044.1314	49.21077384	0	0	16	9	10	12	0
64216	NH	Nashua	44658.67267	< 1 year	own	0	672	34.63612621	156527.7011	60.84215272	0	0	0	4	6	9	0
64220	AZ	Phoenix	59979.18967	< 1 year	own	1	673	23.6263936	106156.348	64.37984366	0	0	2	7	5	10	0
64225	FL	Jacksonville	51907.68909	6-9 years	own	1	840	21.43541666	144576.467	70.88110354	0	8	8	21	17	22	0
64233	LA	Shreveport	104256.0443	10+ years	own	1	718	38.5464105	180632.9764	51.44532465	0	0	0	36	10	17	0
64236	MN	Saint Paul	47812.72891	< 1 year	own	1	687	27.91119984	140797.9894	65.04933517	0	0	0	2	8	12	0
64243	KY	Louisville	39310.05437	1 year	mortgage	1	715	12.12221377	86848.92552	49.75991255	0	0	3	6	10	15	0
64250	MT	Missoula	65156.06772	1 year	own	1	672	28.37391091	68221.04401	60.91623666	0	0	0	3	5	5	0
64255	MO	Kansas City	47592.98885	2-5 years	own	1	691	28.7121556	115181.5015	25.02876602	0	0	0	18	5	9	0
64256	NY	Buffalo	60163.7239	1 year	own	1	902	22.26484938	125357.6929	34.46556628	0	3	5	9	9	16	0
64261	WA	Tacoma	82128.1144	< 1 year	own	1	844	18.65962427	167343.2461	75.62758384	0	2	4	4	5	9	0
64269	PA	Philadelphia	97719.3661	2-5 years	rent	1	685	35.18225671	121562.3787	59.53788559	0	0	1	15	8	9	0
